0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,80,0,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,12,12,12,36,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,80,80,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,16,12,12,12,12,36,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,80,80,80,80,80,80,80,80,80,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,80,80,80,0,0,0,0,0,0,0,16,12,12,12,12,36,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,80,80,80,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80,80,80,0,0,0,0,0,0,0,0,16,12,12,12,12,38,42,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,56,54,55,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,80,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,0,0,80,80,0,0,0,0,80,80,0,80,80,80,0,0,0,0,80,80,0,80,0,0,80,80,80,0,0,0,0,80,0,0,80,80,80,80,80,0,0,0,80,80,80,0,0,80,0,0,0,0,0,0,16,12,12,12,12,12,36,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,56,54,55,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,80,80,16,76,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,78,17,0,0,0,0,0,0,0,80,80,0,0,0,80,80,0,0,80,0,0,0,0,0,0,0,80,80,0,0,0,80,80,80,0,0,0,80,80,80,0,0,0,0,80,80,80,0,0,0,0,0,0,0,0,0,16,12,12,12,12,12,36,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,0,16,77,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,77,17,0,0,0,0,0,0,80,80,0,80,0,0,80,80,0,0,0,0,0,0,0,0,0,0,80,80,0,0,80,80,0,0,0,0,0,0,80,80,0,0,0,0,80,80,0,0,80,0,0,0,0,0,0,13,24,12,12,12,12,12,36,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,0,16,77,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,77,17,0,0,0,0,0,0,80,80,0,0,0,0,0,80,80,0,0,80,0,0,0,0,0,0,80,80,0,80,80,0,0,0,0,0,0,0,80,80,80,0,0,0,80,80,80,0,0,80,0,0,0,0,0,16,12,12,12,12,12,12,36,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,0,16,77,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,77,17,0,0,0,0,0,0,80,80,80,80,0,0,0,80,80,80,80,80,80,80,80,0,0,80,80,80,80,80,0,0,0,0,0,80,0,0,80,80,80,80,0,0,80,80,80,80,0,0,0,80,0,0,0,16,12,12,12,12,12,12,36,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,0,16,77,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,77,17,0,0,0,0,0,0,80,80,80,80,0,0,0,80,80,80,80,80,80,80,0,0,0,0,80,80,80,0,0,0,0,0,0,0,0,0,0,80,80,80,0,0,80,80,80,80,0,0,0,80,0,0,0,16,12,12,12,12,12,12,38,42,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,0,16,77,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,77,17,0,0,0,0,0,0,80,80,80,0,0,0,0,0,0,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,80,80,80,0,0,0,80,80,80,80,0,0,0,0,0,0,18,22,12,12,12,12,12,12,36,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,0,16,77,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,77,17,0,0,0,0,0,0,80,80,80,0,0,0,80,0,0,0,0,80,80,0,0,0,80,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,80,80,80,0,80,0,0,0,0,0,16,12,12,12,12,12,12,38,42,45,45,45,45,45,45,45,45,45,45,45,45,45,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
0,0,0,0,0,16,77,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,77,17,0,0,0,0,0,0,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,80,0,0,80,80,80,80,0,0,0,0,0,80,80,80,0,0,0,0,0,0,0,18,22,12,12,12,12,12,12,36,45,45,45,45,45,45,45,45,45,45,45,45,56,55,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
